id,category,severity,severity_ordinal,priority_score,hours_since_submission,hours_since_status_change,related_count,assigned,department_id,sla_deadline_hours,is_safety_risk,breach
2011,other,LOW,1,28,36.24,19.63,1,1,7,72,0,1
2012,garbage,CRITICAL,4,64,50.96,30.25,0,1,2,72,0,1
2013,garbage,MEDIUM,2,36,17.25,9.19,0,0,2,72,0,0
2014,garbage,HIGH,3,96,25.22,24.22,3,1,2,72,1,1
2015,other,MEDIUM,2,37,42.49,22.65,0,1,7,72,0,1
2016,drainage,MEDIUM,2,57,83.69,8.25,3,0,3,48,0,1
2017,water_leakage,HIGH,3,100,15.99,3.57,5,1,5,24,1,1
2018,pothole,CRITICAL,4,94,42.3,11.12,0,1,1,48,1,1
2019,streetlight,HIGH,3,55,12.41,3.25,0,1,4,24,0,0
2020,water_leakage,LOW,1,18,35.96,21.93,0,0,5,24,0,1
2021,other,LOW,1,21,30.59,24.27,0,1,7,72,0,0
2022,drainage,LOW,1,17,9.29,7.69,0,0,3,48,0,1
2023,garbage,HIGH,3,75,61.67,52.17,0,0,2,72,1,1
2024,water_leakage,LOW,1,24,36.57,16.73,1,0,5,24,0,1
2025,drainage,LOW,1,63,33.09,17.51,5,1,3,48,0,1
2026,pothole,MEDIUM,2,33,72.14,36.37,0,1,1,48,0,0
2027,water_leakage,MEDIUM,2,54,33.13,9.65,2,1,5,24,0,0
2028,streetlight,MEDIUM,2,37,41.28,20.74,0,1,4,24,0,1
2029,drainage,LOW,1,25,14.48,7.13,0,1,3,48,0,0
2030,other,LOW,1,32,76.25,69.45,1,1,7,72,0,1
2031,water_leakage,LOW,1,53,41.39,21.85,4,1,5,24,0,0
2032,pothole,LOW,1,20,73.53,42.36,0,1,1,48,0,0
2033,water_leakage,MEDIUM,2,31,10.03,9.61,0,1,5,24,0,0
2034,drainage,LOW,1,25,0.48,0.16,0,0,3,48,0,0
2035,other,LOW,1,37,13.01,3.94,2,1,7,72,0,0
2036,water_leakage,CRITICAL,4,100,21.2,10.59,2,1,5,24,1,1
2037,streetlight,MEDIUM,2,46,12.64,5.23,1,0,4,24,0,0
2038,other,LOW,1,49,47.8,10.0,4,1,7,72,0,0
2039,pothole,MEDIUM,2,40,16.45,1.04,0,0,1,48,0,1
2040,drainage,MEDIUM,2,52,5.1,3.76,2,1,3,48,0,1
2041,garbage,LOW,1,21,71.64,24.71,0,1,2,72,0,0
2042,pothole,MEDIUM,2,34,15.29,2.76,0,1,1,48,0,0
2043,drainage,MEDIUM,2,30,22.95,3.11,0,1,3,48,0,1
2044,water_leakage,LOW,1,33,35.28,20.52,1,1,5,24,0,1
2045,other,LOW,1,33,6.88,5.98,1,1,7,72,0,0
2046,pothole,MEDIUM,2,47,18.58,8.23,1,0,1,48,0,1
2047,garbage,CRITICAL,4,94,120.02,23.46,0,1,2,72,1,1
2048,streetlight,HIGH,3,88,41.27,17.59,1,1,4,24,1,1
2049,water_leakage,MEDIUM,2,41,10.21,1.7,1,1,5,24,0,0
2050,water_leakage,LOW,1,25,24.02,7.39,0,1,5,24,0,1
2051,other,HIGH,3,74,28.37,22.93,0,1,7,72,1,0
2052,water_leakage,HIGH,3,87,33.48,14.67,1,0,5,24,1,1
2053,garbage,MEDIUM,2,39,57.04,9.25,0,1,2,72,0,1
2054,water_leakage,HIGH,3,86,31.05,5.14,1,1,5,24,1,1
2055,water_leakage,LOW,1,28,6.45,5.24,1,0,5,24,0,1
2056,other,HIGH,3,95,71.02,12.31,2,0,7,72,1,1
2057,other,HIGH,3,75,67.21,34.0,0,1,7,72,1,1
2058,drainage,LOW,1,15,55.07,18.93,0,1,3,48,0,1
2059,drainage,CRITICAL,4,65,20.42,7.92,0,1,3,48,0,1
2060,pothole,LOW,1,32,75.33,45.8,2,1,1,48,0,1
2061,garbage,MEDIUM,2,64,21.71,20.12,3,1,2,72,0,1
2062,drainage,LOW,1,18,23.95,20.78,0,0,3,48,0,0
2063,water_leakage,MEDIUM,2,31,20.31,4.27,0,0,5,24,0,1
2064,pothole,MEDIUM,2,37,63.22,5.55,0,1,1,48,0,1
2065,other,LOW,1,29,14.93,11.51,1,0,7,72,0,1
2066,garbage,HIGH,3,78,5.42,3.35,0,0,2,72,1,1
2067,garbage,LOW,1,21,80.74,52.54,0,1,2,72,0,1
2068,garbage,MEDIUM,2,54,85.58,32.78,2,1,2,72,0,1
2069,drainage,LOW,1,23,7.78,0.18,0,1,3,48,0,1
2070,drainage,HIGH,3,70,49.8,15.68,0,1,3,48,1,1
2071,water_leakage,LOW,1,16,36.58,23.87,0,1,5,24,0,0
2072,other,MEDIUM,2,40,104.37,15.45,1,1,7,72,0,0
2073,water_leakage,MEDIUM,2,66,0.74,0.07,4,0,5,24,0,1
2074,drainage,MEDIUM,2,38,46.62,18.06,1,0,3,48,0,1
2075,pothole,HIGH,3,100,67.26,1.23,5,1,1,48,1,1
2076,streetlight,LOW,1,16,21.38,1.29,0,0,4,24,0,1
2077,water_leakage,LOW,1,16,9.86,1.25,0,1,5,24,0,0
2078,drainage,CRITICAL,4,72,13.7,12.04,1,0,3,48,0,1
2079,pothole,LOW,1,25,53.23,43.58,0,1,1,48,0,1
2080,streetlight,HIGH,3,50,13.32,0.86,0,1,4,24,0,1
2081,garbage,CRITICAL,4,85,32.57,27.41,0,1,2,72,1,1
2082,water_leakage,LOW,1,21,5.12,4.01,0,0,5,24,0,0
2083,pothole,MEDIUM,2,30,23.86,22.51,0,1,1,48,0,0
2084,water_leakage,LOW,1,16,31.4,8.79,0,1,5,24,0,0
2085,other,LOW,1,15,10.94,5.56,0,0,7,72,0,0
2086,garbage,LOW,1,19,125.55,58.54,0,1,2,72,0,1
2087,garbage,HIGH,3,78,22.68,15.97,0,1,2,72,1,0
2088,other,MEDIUM,2,31,55.2,23.71,0,0,7,72,0,1
2089,drainage,LOW,1,22,57.98,41.86,0,1,3,48,0,0
2090,streetlight,HIGH,3,72,18.87,2.81,0,0,4,24,1,1
2091,streetlight,LOW,1,20,2.49,0.66,0,0,4,24,0,0
2092,pothole,HIGH,3,74,68.7,2.43,0,1,1,48,1,1
2093,other,MEDIUM,2,63,75.89,39.16,3,0,7,72,0,1
2094,other,MEDIUM,2,31,34.93,0.11,0,1,7,72,0,1
2095,garbage,LOW,1,40,79.13,36.13,2,0,2,72,0,1
2096,streetlight,HIGH,3,77,22.86,11.27,0,0,4,24,1,1
2097,streetlight,MEDIUM,2,31,24.04,7.02,0,1,4,24,0,1
2098,streetlight,LOW,1,17,2.12,1.02,0,0,4,24,0,0
2099,streetlight,LOW,1,32,31.84,23.21,1,1,4,24,0,0
2100,pothole,CRITICAL,4,99,38.54,0.57,1,1,1,48,1,1
2101,other,LOW,1,17,27.78,1.42,0,1,7,72,0,1
2102,streetlight,LOW,1,25,6.84,4.55,0,1,4,24,0,0
2103,water_leakage,CRITICAL,4,100,34.52,5.65,1,1,5,24,1,1
2104,water_leakage,MEDIUM,2,70,6.33,0.71,4,1,5,24,0,1
2105,water_leakage,CRITICAL,4,82,40.08,12.2,2,1,5,24,0,1
2106,drainage,MEDIUM,2,62,13.89,1.67,3,1,3,48,0,1
2107,garbage,MEDIUM,2,32,57.07,28.93,0,0,2,72,0,1
2108,pothole,LOW,1,17,4.05,1.92,0,0,1,48,0,0
2109,streetlight,MEDIUM,2,40,12.94,5.22,1,1,4,24,0,1
2110,streetlight,MEDIUM,2,38,25.51,19.0,0,1,4,24,0,1
2111,other,HIGH,3,73,74.99,71.93,3,1,7,72,0,1
2112,drainage,LOW,1,16,10.19,9.22,0,1,3,48,0,0
2113,pothole,MEDIUM,2,38,47.68,11.83,0,1,1,48,0,1
2114,drainage,MEDIUM,2,40,30.59,23.83,0,1,3,48,0,0
2115,streetlight,LOW,1,43,27.65,21.23,3,1,4,24,0,0
2116,streetlight,MEDIUM,2,45,10.74,2.84,1,0,4,24,0,1
2117,garbage,LOW,1,20,1.51,0.84,0,0,2,72,0,0
2118,garbage,HIGH,3,73,52.7,28.6,0,1,2,72,1,1
2119,streetlight,MEDIUM,2,50,21.68,13.31,2,0,4,24,0,1
2120,garbage,CRITICAL,4,61,97.58,32.05,0,1,2,72,0,1
2121,pothole,LOW,1,28,71.69,28.15,1,1,1,48,0,0
2122,water_leakage,MEDIUM,2,33,7.05,5.79,0,1,5,24,0,1
2123,other,MEDIUM,2,35,0.06,0.01,0,1,7,72,0,0
2124,pothole,MEDIUM,2,58,67.37,33.62,3,1,1,48,0,1
2125,streetlight,LOW,1,18,5.38,0.52,0,0,4,24,0,0
2126,drainage,LOW,1,22,49.01,19.3,0,1,3,48,0,0
2127,other,LOW,1,23,66.85,46.81,0,1,7,72,0,0
2128,water_leakage,MEDIUM,2,32,39.21,0.07,0,1,5,24,0,1
2129,pothole,MEDIUM,2,35,35.74,30.3,0,0,1,48,0,1
2130,streetlight,MEDIUM,2,41,40.92,13.1,1,1,4,24,0,1
2131,water_leakage,MEDIUM,2,58,26.72,10.57,3,1,5,24,0,1
2132,pothole,LOW,1,32,50.83,46.99,2,0,1,48,0,1
2133,other,MEDIUM,2,41,23.4,19.77,1,1,7,72,0,0
2134,streetlight,HIGH,3,48,1.92,0.22,0,1,4,24,0,0
2135,water_leakage,HIGH,3,55,23.99,9.47,0,0,5,24,0,1
2136,water_leakage,MEDIUM,2,30,14.15,8.49,0,0,5,24,0,1
2137,other,MEDIUM,2,62,104.59,21.51,4,0,7,72,0,1
2138,streetlight,CRITICAL,4,90,29.48,6.58,3,1,4,24,0,1
2139,pothole,LOW,1,36,37.65,6.09,2,1,1,48,0,1
2140,drainage,MEDIUM,2,34,38.28,20.58,0,1,3,48,0,0
2141,garbage,LOW,1,20,65.63,39.94,0,0,2,72,0,1
2142,streetlight,HIGH,3,45,33.84,20.5,0,1,4,24,0,1
2143,other,LOW,1,25,78.83,16.48,0,1,7,72,0,1
2144,garbage,LOW,1,30,19.72,3.57,1,1,2,72,0,0
2145,streetlight,LOW,1,16,5.8,1.83,0,0,4,24,0,1
2146,other,CRITICAL,4,100,11.96,10.89,2,1,7,72,1,1
2147,pothole,LOW,1,21,78.14,25.77,0,1,1,48,0,1
2148,streetlight,CRITICAL,4,67,5.52,4.83,0,1,4,24,0,0
2149,pothole,CRITICAL,4,78,23.6,3.18,1,1,1,48,0,1
2150,pothole,LOW,1,22,9.58,1.58,0,0,1,48,0,1
2151,streetlight,LOW,1,31,25.43,9.26,1,0,4,24,0,1
2152,other,LOW,1,25,127.45,68.26,0,0,7,72,0,1
2153,garbage,MEDIUM,2,38,113.87,26.07,1,1,2,72,0,1
2154,streetlight,LOW,1,18,28.2,6.84,0,1,4,24,0,0
2155,pothole,LOW,1,31,81.6,7.4,1,1,1,48,0,0
2156,other,MEDIUM,2,45,63.67,59.85,1,1,7,72,0,1
2157,streetlight,HIGH,3,78,10.49,3.08,1,1,4,24,1,1
2158,water_leakage,MEDIUM,2,46,29.6,19.67,2,1,5,24,0,1
2159,pothole,HIGH,3,100,5.81,4.56,4,1,1,48,1,1
2160,streetlight,MEDIUM,2,40,34.25,5.51,1,1,4,24,0,1
2161,garbage,LOW,1,25,29.75,9.09,0,1,2,72,0,0
2162,water_leakage,LOW,1,16,37.7,10.57,0,1,5,24,0,0
2163,drainage,CRITICAL,4,93,24.09,6.13,1,1,3,48,1,1
2164,garbage,HIGH,3,78,113.92,49.57,0,1,2,72,1,1
2165,other,MEDIUM,2,47,97.93,57.63,1,0,7,72,0,1
2166,water_leakage,MEDIUM,2,55,21.7,14.35,2,1,5,24,0,1
2167,streetlight,CRITICAL,4,100,22.8,17.7,2,1,4,24,1,0
2168,drainage,MEDIUM,2,40,60.75,40.2,0,1,3,48,0,1
2169,streetlight,LOW,1,61,35.0,20.68,5,1,4,24,0,1
2170,garbage,LOW,1,25,117.23,59.88,1,1,2,72,0,1
2171,garbage,MEDIUM,2,77,13.38,13.05,5,1,2,72,0,1
2172,garbage,CRITICAL,4,94,73.43,70.81,0,1,2,72,1,1
2173,garbage,LOW,1,15,15.7,12.81,0,0,2,72,0,1
2174,other,MEDIUM,2,40,59.79,22.68,0,0,7,72,0,1
2175,water_leakage,HIGH,3,48,29.23,17.16,0,1,5,24,0,1
2176,pothole,LOW,1,25,79.25,11.29,0,1,1,48,0,1
2177,pothole,MEDIUM,2,38,65.24,37.74,0,1,1,48,0,1
2178,garbage,LOW,1,16,52.96,52.03,0,1,2,72,0,1
2179,garbage,MEDIUM,2,38,128.9,32.91,1,1,2,72,0,1
2180,drainage,CRITICAL,4,85,82.3,28.24,0,0,3,48,1,1
2181,other,MEDIUM,2,59,34.82,2.57,3,1,7,72,0,1
2182,pothole,MEDIUM,2,54,60.83,42.81,3,1,1,48,0,0
2183,water_leakage,LOW,1,48,17.23,14.09,3,0,5,24,0,1
2184,water_leakage,MEDIUM,2,33,15.87,8.91,0,1,5,24,0,1
2185,garbage,MEDIUM,2,37,94.04,40.65,0,1,2,72,0,0
2186,water_leakage,LOW,1,38,18.72,10.4,2,1,5,24,0,0
2187,other,MEDIUM,2,39,62.89,38.64,0,1,7,72,0,1
2188,drainage,MEDIUM,2,33,6.7,3.04,0,1,3,48,0,1
2189,pothole,LOW,1,25,76.13,36.67,0,1,1,48,0,0
2190,water_leakage,HIGH,3,100,8.07,0.12,4,1,5,24,1,1
2191,garbage,CRITICAL,4,92,101.6,26.01,0,1,2,72,1,1
2192,other,LOW,1,16,96.93,35.16,0,0,7,72,0,1
2193,other,HIGH,3,72,83.59,10.42,0,1,7,72,1,1
2194,garbage,LOW,1,15,78.17,34.38,0,0,2,72,0,0
2195,drainage,MEDIUM,2,40,31.66,29.01,0,1,3,48,0,1
2196,streetlight,HIGH,3,72,1.96,0.85,0,0,4,24,1,1
2197,drainage,MEDIUM,2,64,0.01,0.0,3,0,3,48,0,1
2198,other,HIGH,3,77,53.14,50.51,0,0,7,72,1,0
2199,water_leakage,LOW,1,23,24.19,7.87,1,1,5,24,0,1
2200,streetlight,MEDIUM,2,37,40.84,19.6,0,1,4,24,0,1
2201,garbage,CRITICAL,4,60,9.39,8.85,0,1,2,72,0,1
2202,pothole,HIGH,3,83,81.47,30.79,1,0,1,48,1,0
2203,water_leakage,LOW,1,60,20.04,16.18,5,1,5,24,0,1
2204,pothole,MEDIUM,2,61,3.77,1.37,3,1,1,48,0,1
2205,water_leakage,LOW,1,41,1.89,0.88,2,1,5,24,0,1
2206,streetlight,LOW,1,19,30.27,23.71,0,1,4,24,0,0
2207,drainage,MEDIUM,2,44,19.61,12.67,1,1,3,48,0,0
2208,water_leakage,LOW,1,22,37.04,8.27,0,0,5,24,0,1
2209,streetlight,HIGH,3,56,3.81,2.38,1,1,4,24,0,0
2210,water_leakage,LOW,1,15,38.95,17.41,0,0,5,24,0,1
2211,water_leakage,MEDIUM,2,33,17.42,11.93,0,1,5,24,0,0
2212,other,MEDIUM,2,48,33.18,25.35,2,1,7,72,0,1
2213,pothole,MEDIUM,2,33,23.59,12.87,0,1,1,48,0,0
2214,garbage,CRITICAL,4,100,129.14,64.15,3,1,2,72,1,1
2215,garbage,MEDIUM,2,64,127.19,65.36,4,0,2,72,0,1
2216,drainage,LOW,1,20,38.49,17.1,0,0,3,48,0,1
2217,drainage,MEDIUM,2,30,31.47,12.5,0,0,3,48,0,1
2218,water_leakage,CRITICAL,4,85,38.98,7.79,0,1,5,24,1,1
2219,water_leakage,LOW,1,63,10.09,9.6,5,1,5,24,0,0
2220,pothole,MEDIUM,2,53,59.33,6.83,2,1,1,48,0,1
2221,pothole,MEDIUM,2,33,15.31,9.7,0,1,1,48,0,1
2222,drainage,MEDIUM,2,32,7.18,1.27,0,0,3,48,0,1
2223,drainage,HIGH,3,77,77.77,17.15,4,0,3,48,0,1
2224,pothole,LOW,1,49,74.55,44.66,3,1,1,48,0,0
2225,water_leakage,LOW,1,22,27.38,14.82,0,0,5,24,0,1
2226,streetlight,MEDIUM,2,39,36.48,11.13,0,1,4,24,0,1
2227,other,LOW,1,21,29.89,22.44,0,0,7,72,0,1
2228,other,MEDIUM,2,39,125.69,55.65,0,1,7,72,0,1
2229,drainage,LOW,1,19,81.02,42.16,0,1,3,48,0,1
2230,water_leakage,LOW,1,24,26.5,2.25,0,1,5,24,0,0
2231,garbage,CRITICAL,4,87,46.55,35.38,0,1,2,72,1,1
2232,streetlight,LOW,1,25,2.56,2.47,0,1,4,24,0,1
2233,water_leakage,MEDIUM,2,37,39.49,19.78,0,1,5,24,0,1
2234,pothole,HIGH,3,73,77.37,47.81,0,1,1,48,1,1
2235,water_leakage,HIGH,3,100,13.25,9.26,5,1,5,24,1,1
2236,streetlight,HIGH,3,70,36.57,8.02,0,0,4,24,1,1
2237,garbage,CRITICAL,4,89,40.58,5.28,0,0,2,72,1,1
2238,pothole,MEDIUM,2,41,57.15,27.49,1,0,1,48,0,1
2239,pothole,LOW,1,21,63.7,1.53,0,1,1,48,0,0
2240,pothole,MEDIUM,2,38,0.49,0.37,0,1,1,48,0,1
2241,pothole,LOW,1,17,78.01,4.24,0,0,1,48,0,1
2242,pothole,LOW,1,48,58.61,45.97,3,1,1,48,0,1
2243,water_leakage,MEDIUM,2,39,37.03,20.66,0,1,5,24,0,0
2244,drainage,LOW,1,17,4.01,3.82,0,1,3,48,0,0
2245,other,LOW,1,22,47.96,24.97,0,1,7,72,0,0
2246,other,MEDIUM,2,32,0.14,0.06,0,1,7,72,0,1
2247,water_leakage,LOW,1,24,8.17,5.72,0,1,5,24,0,0
2248,garbage,LOW,1,22,117.53,37.76,0,1,2,72,0,0
2249,other,MEDIUM,2,38,12.24,1.3,0,1,7,72,0,0
2250,water_leakage,MEDIUM,2,37,31.55,21.14,0,1,5,24,0,1
2251,other,LOW,1,20,72.06,3.2,0,1,7,72,0,0
2252,streetlight,MEDIUM,2,36,34.92,14.49,0,1,4,24,0,1
2253,garbage,MEDIUM,2,50,75.41,64.74,2,0,2,72,0,1
2254,other,LOW,1,23,66.6,11.2,1,0,7,72,0,1
2255,garbage,MEDIUM,2,56,69.55,43.49,2,0,2,72,0,1
2256,pothole,LOW,1,17,23.97,11.68,0,0,1,48,0,0
2257,water_leakage,MEDIUM,2,65,2.85,2.78,4,1,5,24,0,0
2258,other,LOW,1,15,81.3,0.94,0,0,7,72,0,1
2259,other,MEDIUM,2,40,28.38,3.72,1,1,7,72,0,0
2260,pothole,LOW,1,24,62.02,1.99,1,0,1,48,0,1
2261,pothole,MEDIUM,2,79,34.2,0.1,5,0,1,48,0,1
2262,streetlight,MEDIUM,2,32,15.37,13.88,0,1,4,24,0,0
2263,other,LOW,1,25,20.98,12.55,0,1,7,72,0,0
2264,pothole,MEDIUM,2,54,32.67,19.87,2,0,1,48,0,1
2265,pothole,LOW,1,37,72.76,35.61,2,0,1,48,0,1
2266,garbage,MEDIUM,2,38,103.87,14.62,0,1,2,72,0,1
2267,streetlight,MEDIUM,2,53,15.92,13.39,2,1,4,24,0,0
2268,pothole,MEDIUM,2,36,60.52,44.63,0,1,1,48,0,1
2269,pothole,LOW,1,22,24.79,18.92,0,1,1,48,0,0
2270,streetlight,CRITICAL,4,85,29.59,14.51,0,0,4,24,1,1
2271,water_leakage,MEDIUM,2,31,19.6,2.54,0,0,5,24,0,1
2272,garbage,LOW,1,49,101.84,47.91,3,1,2,72,0,1
2273,drainage,LOW,1,31,13.07,8.88,2,1,3,48,0,0
2274,streetlight,CRITICAL,4,95,25.67,16.49,0,1,4,24,1,1
2275,drainage,HIGH,3,78,61.45,31.58,0,1,3,48,1,1
2276,garbage,HIGH,3,50,93.33,69.29,0,1,2,72,0,1
2277,drainage,MEDIUM,2,33,19.43,5.07,0,1,3,48,0,1
2278,other,HIGH,3,50,109.94,38.09,0,1,7,72,0,1
2279,other,MEDIUM,2,36,89.4,48.61,0,1,7,72,0,1
2280,other,HIGH,3,74,34.77,26.84,3,1,7,72,0,0
2281,streetlight,MEDIUM,2,39,20.4,17.49,0,1,4,24,0,0
2282,streetlight,CRITICAL,4,90,2.75,0.57,0,0,4,24,1,1
2283,other,HIGH,3,95,74.22,66.62,3,1,7,72,1,1
2284,garbage,HIGH,3,100,77.23,23.26,3,1,2,72,1,1
2285,garbage,LOW,1,24,112.77,19.89,0,1,2,72,0,0
2286,drainage,LOW,1,19,10.59,8.61,0,1,3,48,0,0
2287,water_leakage,LOW,1,20,34.24,3.78,0,0,5,24,0,0
2288,garbage,MEDIUM,2,33,7.24,4.1,0,1,2,72,0,1
2289,other,HIGH,3,83,3.89,2.51,1,1,7,72,1,0
2290,garbage,CRITICAL,4,90,10.29,7.51,0,1,2,72,1,1
2291,drainage,HIGH,3,77,56.85,35.48,0,1,3,48,1,1
2292,other,MEDIUM,2,32,87.96,3.5,0,1,7,72,0,0
2293,other,LOW,1,34,68.56,54.62,2,1,7,72,0,0
2294,streetlight,MEDIUM,2,37,24.94,9.61,0,0,4,24,0,1
2295,drainage,HIGH,3,60,55.79,2.24,1,1,3,48,0,1
2296,pothole,LOW,1,15,80.87,15.62,0,1,1,48,0,1
2297,garbage,MEDIUM,2,37,88.44,52.52,0,0,2,72,0,1
2298,garbage,LOW,1,48,3.43,1.03,4,1,2,72,0,0
2299,garbage,HIGH,3,48,68.57,43.03,0,1,2,72,0,1
2300,streetlight,MEDIUM,2,38,15.17,2.34,1,0,4,24,0,1
2301,garbage,MEDIUM,2,35,81.8,34.89,0,0,2,72,0,0
2302,drainage,HIGH,3,100,74.29,32.78,3,0,3,48,1,1
2303,water_leakage,LOW,1,22,22.56,13.71,0,1,5,24,0,0
2304,garbage,HIGH,3,52,29.23,6.62,0,1,2,72,0,1
2305,pothole,MEDIUM,2,31,39.67,20.29,0,1,1,48,0,0
2306,garbage,HIGH,3,75,25.91,1.0,0,0,2,72,1,1
2307,water_leakage,LOW,1,24,41.59,16.27,1,0,5,24,0,0
2308,streetlight,MEDIUM,2,42,36.37,10.43,1,0,4,24,0,1
2309,streetlight,LOW,1,18,19.12,5.02,0,1,4,24,0,0
2310,garbage,LOW,1,24,20.92,14.89,0,0,2,72,0,1
2311,garbage,LOW,1,25,128.35,61.78,0,1,2,72,0,0
2312,other,HIGH,3,54,23.15,22.19,0,1,7,72,0,0
2313,drainage,LOW,1,22,56.69,43.21,0,1,3,48,0,0
2314,garbage,LOW,1,22,83.95,38.27,0,1,2,72,0,1
2315,garbage,LOW,1,16,86.7,16.5,0,1,2,72,0,0
2316,drainage,LOW,1,33,76.76,3.44,1,0,3,48,0,1
2317,drainage,MEDIUM,2,31,19.81,16.4,0,1,3,48,0,1
2318,drainage,HIGH,3,55,3.89,1.24,0,1,3,48,0,1
2319,pothole,MEDIUM,2,35,62.24,3.46,0,1,1,48,0,1
2320,drainage,LOW,1,26,80.64,4.38,1,1,3,48,0,0
2321,streetlight,MEDIUM,2,32,15.45,2.86,0,0,4,24,0,1
2322,garbage,MEDIUM,2,39,20.52,0.31,1,1,2,72,0,1
2323,other,LOW,1,21,39.85,37.49,0,1,7,72,0,0
2324,water_leakage,MEDIUM,2,38,22.98,14.88,0,1,5,24,0,1
2325,pothole,LOW,1,17,42.38,20.51,0,1,1,48,0,1
2326,other,MEDIUM,2,38,99.1,33.15,0,1,7,72,0,1
2327,streetlight,MEDIUM,2,48,18.16,4.31,1,0,4,24,0,1
2328,other,MEDIUM,2,42,26.31,15.86,1,1,7,72,0,1
2329,water_leakage,MEDIUM,2,30,33.94,15.29,0,0,5,24,0,1
2330,water_leakage,LOW,1,19,36.38,18.59,0,1,5,24,0,0
2331,streetlight,HIGH,3,52,12.27,0.08,0,0,4,24,0,1
2332,drainage,MEDIUM,2,37,65.88,23.83,0,1,3,48,0,0
2333,pothole,MEDIUM,2,34,17.39,15.49,0,1,1,48,0,0
2334,pothole,LOW,1,24,21.1,6.64,0,0,1,48,0,0
2335,drainage,MEDIUM,2,40,53.26,46.22,0,0,3,48,0,1
2336,drainage,LOW,1,24,60.13,10.69,0,1,3,48,0,1
2337,pothole,LOW,1,18,30.22,4.88,0,1,1,48,0,0
2338,garbage,CRITICAL,4,100,110.59,44.21,3,1,2,72,1,1
2339,water_leakage,MEDIUM,2,35,39.86,9.93,0,0,5,24,0,1
2340,drainage,MEDIUM,2,39,26.56,6.84,0,1,3,48,0,1
2341,water_leakage,HIGH,3,49,25.45,18.07,0,1,5,24,0,1
2342,drainage,LOW,1,25,76.11,42.1,0,1,3,48,0,0
2343,other,MEDIUM,2,39,18.94,0.9,0,1,7,72,0,0
2344,other,CRITICAL,4,89,128.09,48.17,0,1,7,72,1,1
2345,garbage,LOW,1,17,1.03,0.92,0,0,2,72,0,1
2346,streetlight,HIGH,3,92,20.69,6.24,2,1,4,24,1,1
2347,streetlight,HIGH,3,79,5.7,4.43,0,0,4,24,1,1
2348,drainage,MEDIUM,2,30,5.54,4.01,0,0,3,48,0,1
2349,other,HIGH,3,76,13.82,10.76,0,1,7,72,1,0
2350,water_leakage,MEDIUM,2,37,16.92,5.6,0,1,5,24,0,0
2351,water_leakage,CRITICAL,4,90,41.94,1.89,0,0,5,24,1,1
2352,garbage,LOW,1,23,42.41,16.45,0,0,2,72,0,1
2353,pothole,HIGH,3,63,25.63,4.7,2,0,1,48,0,1
2354,garbage,LOW,1,15,59.29,10.86,0,1,2,72,0,1
2355,other,MEDIUM,2,44,75.1,36.32,1,1,7,72,0,0
2356,water_leakage,HIGH,3,87,1.41,1.12,5,1,5,24,0,1
2357,drainage,MEDIUM,2,56,50.33,2.41,2,1,3,48,0,1
2358,streetlight,MEDIUM,2,33,12.36,5.76,0,0,4,24,0,0
2359,pothole,LOW,1,17,46.36,36.69,0,0,1,48,0,0
2360,water_leakage,CRITICAL,4,62,18.24,6.17,0,1,5,24,0,1
2361,garbage,MEDIUM,2,35,19.87,15.76,0,0,2,72,0,1
2362,pothole,LOW,1,22,75.84,11.03,0,0,1,48,0,1
2363,other,MEDIUM,2,30,86.87,30.8,0,1,7,72,0,1
2364,streetlight,LOW,1,23,20.67,12.61,1,1,4,24,0,1
2365,other,MEDIUM,2,39,7.26,6.84,0,0,7,72,0,1
2366,drainage,HIGH,3,45,14.74,0.43,0,1,3,48,0,1
2367,drainage,MEDIUM,2,46,81.78,38.38,2,1,3,48,0,1
2368,other,LOW,1,15,21.18,16.88,0,1,7,72,0,0
2369,other,MEDIUM,2,31,107.74,47.56,0,1,7,72,0,0
2370,streetlight,MEDIUM,2,39,29.85,7.71,0,0,4,24,0,0
2371,garbage,HIGH,3,47,6.49,2.33,0,1,2,72,0,0
2372,streetlight,MEDIUM,2,39,14.67,12.79,0,0,4,24,0,1
2373,water_leakage,HIGH,3,47,14.83,5.85,0,1,5,24,0,0
2374,streetlight,LOW,1,40,8.11,4.65,3,1,4,24,0,1
2375,pothole,CRITICAL,4,93,10.3,4.72,0,0,1,48,1,1
2376,other,MEDIUM,2,46,86.78,64.14,2,1,7,72,0,0
2377,streetlight,LOW,1,16,1.56,0.98,0,0,4,24,0,0
2378,water_leakage,MEDIUM,2,31,30.0,4.28,0,1,5,24,0,1
2379,garbage,LOW,1,31,117.33,68.06,1,0,2,72,0,1
2380,garbage,LOW,1,25,111.09,10.78,0,0,2,72,0,1
2381,drainage,MEDIUM,2,30,55.82,40.8,0,0,3,48,0,1
2382,garbage,LOW,1,35,37.57,11.35,2,1,2,72,0,0
2383,water_leakage,MEDIUM,2,32,25.89,22.14,0,1,5,24,0,1
2384,drainage,MEDIUM,2,35,32.62,16.55,0,1,3,48,0,1
2385,other,MEDIUM,2,40,33.36,23.42,0,1,7,72,0,1
2386,water_leakage,MEDIUM,2,35,17.89,4.79,0,1,5,24,0,0
2387,garbage,HIGH,3,72,73.51,1.26,0,1,2,72,1,1
2388,garbage,LOW,1,16,47.81,34.67,0,1,2,72,0,1
2389,streetlight,LOW,1,29,6.55,2.08,1,1,4,24,0,1
